Input,label
Garbage Vaqtni yuklab olishni behuda sarflamang. Menyudagi elementlarning faqatgina bir qismi ko'rinadi va umuman foydalanish qiyin.,0
Men ushbu o'yinni juda yaxshi ko'raman. Hech bir reklama emas va doimo yaxshi ishlaydi.,1
"ogohlantirishlar nima uchun ogohlantirishlar bir zumda yo'qolib ketmasa yo'qoladi, men uni qayta o'qishni istayman, ammo keyin o'chiriladi, shuning uchun har qanday bitimlarni qayta tekshirib bo'lmaydi.",0
"Riged Ha, ishonchim komilki, har bir kishi stol ustidagi cho'ntak juftini oladi ... Albatta ... Oh qanday qilib ... sizning kartangizni urganingizda har safar ... Bundan tashqari, ilova mening CPU",0
Foydali vosita. Men buni sotib olganimdan xursandman. U tez va osonlik bilan narsalarni o'zgartiradi.,1
Stupid App Force kutilmaganda to'xtaydi. O'yin o'ynadi. Nolinchi yulduz variantini ko'rishni xohlayman,0
"Nima uchun HK-da ishlay olmayman, lekin yuklab olishim mumkin emas, lekin rt vrai ...... juda hafsalasi pir bo'lmadi",0
6 yoshgacha katta bolalar Ushbu ilovani oling,1
"Vau Men bolalarimga ruxsat berishdan oldin o'yinlarni o'ynayman. Taxminan 1,5 daqiqadan so'ng birinchi marta ochilgan reklama, aslida bolalar o'yinida opiatlarga qaram bo'lib qolishimni so'radi",0
"Yaxshi o'yin, lekin men bumerang'ni bu haqda o'ylab yurdim",1
Ko'ngilochar zo'r variantlar va amaliy. Ko'ngilochar yoki favqulodda vaziyatlar uchun juda qulay. Juda foydali.,1
Reklamalar O'yinlardan ko'ra ko'proq reklamalarni ko'ring. Men nafratlandim,0
"Ushbu o'yinning qaysi turini bilmayman ... lekin men uni yaxshi ko'raman. Men ijodkorlarning bir nechta o'yinlarni qanday qilib pyurei qilib, uni bitta super o'yinga aylantirganini yaxshi ko'raman.",1
Ushbu yaxshi ilovalar men uchun juda ko'p teglar olishiga yordam beradi,1
"Xullas, men Koreyani tushunaman, shuning uchun hech qanday muammom yo'q, lekin ingliz tilidagi versiya - veb-sayt",1
Bular ham mediabaydan battar qilishdi. qachon  tekin qilib qo'yadigan odam chiqarkan. Foydalanuvchilani ko'paytirsa bepul qilib reklamani qimmatlatib ishlasa bo'ladi,0
Thats Ajoyib dasturni men yuklab olish uchun albatta maslahat beraman,1
Eng yaxshi holat ilovasi,1
"Ajablanarlisi naqadar bezovtalanishdir Fizika va samolyotlar juda yaxshi bajarilgan. Agar siz aviakompaniyangiz uchuvchisiz bo'lsa, sizni chalkashtirasiz.",0
Bunga loyiq bu o'yin juda qiziqarli. Pul sarflaganman,0
Xonalar iranda ishlamaydi,0
Endi maqsadga erishishim mumkin. Endi men oilamning uyg'unlashuvi uchun uyali telefonga qo'ng'iroq qilishim mumkin,1
"Marmalade Marmalade xatosi. Wtf bu degani. Shunday qilib, men 7 daqiqa o'ynashni boshladim",0
"Jungle muammosi yuklandi, muzqaymoq",0
Oilangiz va do'stlaringiz bilan aloqada bo'lishning qiziqarli usuli,1
"Grrr, albatta, nafratlanaman, men uni ocholmaysizlar, men ushbu ilovalarni ochganda, uni butunlay butun oq ekranga aylantirasiz, so'ng uni yopaman, hech qachon ishga tushmayman Telefonimga juda ko'p ovqat yeyishim kerak, iltimos,",0
yo'qdan ko'ra bor,1
"Sekin Jumboq hech qachon bo'laklarni to'plashda hech qachon ko'rsatilmaydi va joystickning ishlashi Internetga ulanganda ancha past bo'ladi. Bundan tashqari, men bannerni bosganimda, barcha qatnashchilarimni yo'qotaman",0
Zo'r,1
"OK ... Uning yaxshi o'yini ... men boshqa ppl bilan yashashni xohlagan bo'lardim, chunki u yolg'on bo'lgan edi. U yangilanish uchun to'lanmaydi",0
"Ushbu ilovani sevish uchun ishlatiladigan muammolar, lekin endi tovushlar yo'qolib ketdi va ularni qaytarib olishning hech qanday usuli yo'q. Iltimos, tuzatib qo'ying yoki men endi o'ynamayman. Ovozlarni qaytarishning bir usuli bor bo'lsa, javob bering",0
"Eng yaxshi GPS dasturi Android uchun mutlaqo eng yaxshi GPS dasturi. Men ishlatadigan engil va oddiy, men uni yaxshi ko'raman",1
Baaaaaaaaad Men qo'shiqni eshitishni ham istamagandim,0
"Eng yaxshi maktabni o'qitish dasturi ""Bolalar motorini rivojlantirish"", ""Ko'zni moslashtirish va turli xil mevalar, sabzavotlarni tanitish va interaktiv interfeys bilan yanada ko'proq tanishish uchun yaxshi dastur.",1
Ajablanarlisi Eng yaxshi so'zni qidirish o'yinlari U ajoyib o'yinni yaratish uchun ishlab chiqaruvchilarga tez va qiziqarli tilaklar.,1
Katta o'yin mukammal o'yin. Ta'mirlash uchun katta rahmat.,1
Uni saqlab bo'lmaydi,0
Hech qachon foydalanadigan eng yomon dasturlar,0
Eng yaxshi Freecell reklamasiz reklamasiz,1
"Yoqimli xabarlardan nafratlanaman Bildirishnomalarni olib tashlash yoki o'chirib qo'yish kerak. Hozircha olib tashlash. Umid qilamanki, uni keyingi safarga tuzataman. Men keyin reytingni o'zgartiraman.",0
"Juda yaxshi dastur, Spen uchun 5 yulduz. Juda yaxshi Spen ilovasi.",1
"Yaxshi, albatta, porloq",1
Juda ajoyib mahsulot. Menga yoqdi.,1
Ajoyib va ​​juda qiziqarli o'yin Bu juda kulgili,1
Men uchun u juda qimmatga tushadi 4.99 Men faqat 3 ..... 13,0
Awww,0
Qiyin va kulgili,1
"Men PRA-ni to'ldirdim, butun to'plamni yuklab oldim va hozirda ""App"" dasturida endi yo'qolgan qo'shiqlarim yo'qoladi. Hamma narsa allaqachon o'chirib tashlangan va ilovani yuklab olgan va u erda ijro etiladigan musiqa yo'q.",0
Zerikish va qiziq emas,0
"LOVE IT Sarah Uilyam, bu aytadigan yaxshi narsa emas va mabeye sizni yopish kerak .............. o'yinni yaxshi ko'rish kerak",1
"Yangilash yomon. Toooo hard Bolalar o'ynaydi, ular g'alaba qozonishsin. Bu juda qiyin. Maymun javob bermaydi.",0
"mening shaharcham 150 mildagi shahar yoki shahar, men uchun foydasiz. Agar siz katta shaharning yaqinida yashamasangiz, BU APP BILAN BOShQAMMAM, men pulimni qaytarib olishni xohlayman",0
"Qo'rqoq Yaxshi, ammo kunlik tashrif do'stona uy maslahatlari shubhali, chunki bu do'st do'st uyi mavjud emas. Do'st uyini topa olmayapman. Iltimos, bu muammoni hal qiling va men qanday qilib do'st bo'lishni bilmayman. iltimos bu muammoni hal qiling.",1
Birlik konvertori juda yaxshi konverter app. yaxshi ishlashda davom eting. rahmat,1
Jacob Brown,0
"O'yinni sotib olmadim va o'yinni sotib oldim va o'yin-kulgilardim, ammo keyinchalik o'yin meni qaytarib olishda davom etdi. Shunday qilib, men uni juda zerikarli deb qayta-qayta o'ynashni davom ettirishim kerak. Agar bu sodir bo'ladigan bo'lsa, men bu o'yinni sotib olmagan bo'lardim",0
"Menga yuborgan o'yinni sharmanda qilaman. Keyin yana qaytib olaman, lekin men davom etaman va yukni tushirish uchun 5 minutni oladi, keyin men yuboraman. Uni tuzatib, yomon his et",0
S6 Edge'imga ajoyib ko'rinadi Ushbu piktogramma tafsilotlarini va soddaligini yaxshi ko'raman. Galaxy S6 Edge-ga ajoyib ko'rinadi,1
Lame,0
u bu dasturni qanday ochganini so'raydi va uni ochganimda to'xtadi. TUG'ILMAYDI,0
"O'yin ishlamayapti, bu o'yin Galaxy S5da ishlamaydi, chunki hech qanday harflarni tanlash mumkin emas.",0
"Dala futbolchilari shu qadar sekin harakat qilmoqdalar, men u 2 yulduzga ega bo'ldim va o'yin o'ynaganimda va o'yinni avtomatik ravishda egallab turganimda, u xuddi ko'rsatilmagani kabi emas ...",0
"Ajoyib o'yin, lekin muzlashni davom ettiradi Qizim, bu o'yinni sevadi. U birinchi marta uni o'ynatgan, lekin u muzqaymoqni aralashtirganda, blenderdan chiqqanida, u muzlaydi. U chuqur xo'rsindi.",0
"Yomon mijozlarga xizmat Bir muammo bo'yicha 3 ta elektron xat jo'natildi va javob qaytarilmadi. Aslida o'yinni yaxshi ko'raman, ammo javob qaytarish uchun nima qilishim kerak?",0
"Men nafrat qilaman, u sekin qayiqqa ketishni to'xtatmaydi va zangdan yasalgan ishqibozlar yomon va dahshatli",0
"Hech qanday sabab bilan bog'lanmayman Droid Maxx, OBD ko`rsatgichidan WiFi signali o'qimaydi. Shuning uchun men buni qila olmayman. Umid qilamanki bu muammoning davolanishi. Menga yangi telefonim orqali buni xohlayman.",0
Katta rahmat Step by step rasmlaridan kuproq quyib update qibturseyla Zo'r bulardi. Lekin katta rahmat!,0
"Men buni yaxshi ko'raman, shuning uchun siz turmush qurasiz va u juda chiroyli",1
Bu bir dollar emas ... balki 25-chi ..,0
Olloh rozi bo'lsin gap yo'q,1
"Blind Bu ajoyib o'yin kabi tuyuladi, lekin ko'lanmalardan boshqa narsani ko'rmayapman. Bundan tashqari, o'yin har 2 yoki 3-vazifani bajaradi. Plz tuzatish",0
5 yulduz Awsm O'yin. Uni lykkk,1
Yangilanishlar ko'pincha umid qilaman,1
"o'yin zo'r, grafikani ham ozroq yaxshilashsa yana a'lo bo'lardi",1
Ushbu versiya hali ham kulgili. Men CATFALL o'yinini ham tavsiya qilaman. Yuklab oling va men bilan o'ynang P,1
 Eng yaxshi o'yin hech qachon,1
"Ushbu ilovani butunlay ishlamaguncha sevganman. Bu mening o'g'limning sevgilisi va endi har safar uni ishlatishga harakat qiladigan vaqt bor, chunki biz uni hech qachon FP ekranidan barcha belgilar bilan to'ldirish uchun qabul qilmaymiz. Iltimos, tuzatib qo'ying va ko'rib chiqishni tuzataman",0
"Qulay va oqlangan, hech qanday reklama va boshqalardan ko'ra yaxshiroq. Buni faqat sinab ko'rdim",1
"U ishlagan. Har bir vaqt va bir muddat muzlatiladi, ammo bajarilishi mumkin. Endi men bugungi kunda men uni olish uchun ketmoqdaman va bu mening hisobim emas, garchi men uni Facebook-ni otib yuborgan bo'lsa ham ... o'tgan yildagi barcha narsalarim yo'q edi ...",0
"Carpy Men yangi ko'ldagi 87 funt oynani ushlab olgan o'yinni chinakam sevaman, faqat bir savol borgan eski scaly mirrorning ko'rinishi yoki siz hali ham uni qo'lga olishingiz mumkin",1
Ajablanarlisi kodlayıcılar ishlamayapti. Har safar ochilishga urinayotganimda qulaydi. Darhol olib tashlash.,0
"Yomon o'yinni ololmasa ham, lekin men o'ldirganimda darajalarni tozalaysam ham, boshidan boshlashim kerak",0
Sony-da ishlaydigan barcha eslatmalarni tuzatishga urinmang,0
"Webto'lar Iltimos, webto'yu o'quvchi qo'sha olasizmi, agar ular jpg formatini hahaha qilsalar ham, veb-fayllar fayllarini ocholmayman, lekin u ko'rinmaydi. Rahmat",1
Narx uchun mukammal mahsulot elm 327 interfeysi yordamida mening HTC One m8 bilan yaxshi ishlaydi,1
"Katta o'yin, albatta, tovar o'yin. uni besh yulduzga baholang",1
Vrygod.,1
"Bu, albatta, aql bovar qilmaydigan va qo'shadi o'yin",1
"Xuddi shu o'yin uchun 3 marta menga haq to'lang Debitimni va telefonim hisobini 3 barobar sotgan deb aytmadim yoki keyin bir necha kundan so'ng uni yuklab olish imkoniyatini berdi Men ularga elektron pochta orqali xabar qildim, ular haqida BBBga boraman bu",0
Buni tangalar uchun qilyapman. Lekin hali ham qiziqarli o'yin.,1
"Yordamga muhtoj ........ Kengaytirilgan ta'rifni tushuntirib ta'riflanganidek o'chirib qo'yish mumkin emas, men uni o'chirishni xohlamayman, ammo buni qilolmaysiz",0
Uni yomon ko'rganimdan nafratlanaman,0
Juda yaxshi Bu mening sevimli o'yinim,1
"Mijozlarga xizmat ko'rsatish Ular mijozlarga xizmat ko'rsatishning yuqori cho'qqisiga aylanishdi. Kecha kechqurun ularga savollar berib, bugun ertalab javob oldik. Yordamchilar uchun rahmat",1
Eng yaxshisi,1
"General Zoi, siz rok-n-nihoyat Pony Creator bilan ishlaydigan telefonga ega bo'ldim va men baxtli bo'la olmasdim. Qattiq ishingiz uchun tashakkur.",1
12 kun ichida ishonchli Ok,1
YO'Q YO'Q QILMAYDI.,0
Bu mening bolalikni eslatadi ... Men uni yaxshi ko'raman,1
"BOLALAR HAQIDA Ilovani yaxshi ko'raman. Mening bolalarim shunday qilsin. Dasturga nazar tashlasak yoki osmonda Oyga nazar tashlasak, erning barcha bolalari uchun eng yaxshisi tilaymiz.",1
Caesars slots va bepul casi o ..... Juda hayajonli o'yin. Vegasda o'ynash hissi paydo bo'ldi.,1
Pyramid solitaire Qanchadan-qancha .. chin o'yin o'ynash .. ko'proq grafikalar va jigar o'yinini o'ynaydi .....,1
Haqiqiy davul haqiqiydir. Meni qoniqtiradigan va baxtli qiladigan eng yaxshi dastur. Yaratilishingiz uchun tashakkur.,1
Eng yomon ilova har doim.no foydalanishni yo'qotishning hech qanday nuqtasi. Batareyani tozalash vaqti. DASTUR YO'Q,0
"Royally so'ralsa, o'ynash mumkin emas. Boshqa o'yinlar uchun Google pop-uplari uni har ikki daqiqada o'chirib yuboradi",0
"Mijozlarga xizmat ko'rsatishni men eng katta muxlis deb bilaman. Va mijozlarga xizmat uchun u yerda ular menga ruxsat bermadi, ular mening muammolarimni tuzatdilar va hatto sizga barchangizga katta minnatdorchiligimda yordam berishadi .. Fan",1
uzbek sport yoq tortme qoyorilar ovora bolib,0
Buni qanday yutishni bilaman Siz kamerani musiqa qutisiga saqlashingiz kerak va o'zingizning zalni pastga yopsin va siz uni o'zingiz xohlagan vaqtda shunday qilishingiz kerak bo'lgan tarzda urishingiz mumkin emas.,1
Navigationviswamithra kelajakdagi dasturning ajoyib yo'li,1
yaxshi yo'nalish va yaxshi still ni tanlabsilar . bundan ko'prog'ini kutib qolamiz,1
Yaxshi,1
Menga beriladigan zararli dastur Bu menga zararli dasturni taqdim etguncha yaxshi dastur bo'ldi. Buning uchun tashakkur ... Men virusni boshqa bir ilova topaman.,0
"Ishlamayapti, bir muncha vaqt bo'ldi. Endi yangilanishdan so'ng faqatgina ko'k rangli ekranga o'tiladi. O'yin o'ynaydi. Vaqtni yo'qotish.",0
Yahshi dastur,1
"Mager, bu juda qimmatga tushadigan narsa. Hech bo'lmasa karikaturalar bo'ylab harakatlaning va kursga o'ting.",0
"Mening xoinlarimni topmadim, men faqat hayotimning eng yaxshi teshigini o'ynadim. 40 oyoq qo'ydi va hammasi. Bir teshikka ikki marta ko'tarildi. Qolgan 300 ta tanga yoki biror narsaga o'xshab g'alaba qozonish kerak edi va keyin ulardan hech birini olmadim. Baxtli emas. Aktyor nomi MilkySwagger",0
"Ajablanarlisi, qiziqarli o'yin. Menga yoqdi.",1
Dunyoda eng yomon o'yin Baxtining o'yini,0
"Hayvon ovchiligi Afrikada yaxshi dastur yaxshi va zo'r hayvonlarni ovlash afrikalik o'yin. Men uni ushlab turishni yaxshi ko'raman .Yirik, zopak, yovvoyi hippo va xavfli ayiq juda yaxshi",1
"Katta vosita, lekin ushlab turish bilan uni erkin ma'lumotdan foydalanganmisiz, hamma narsa yaxshi va yaxshi edi. Oxirgi yangilanishdan beri ba'zi ildiz xususiyatlari faqat pro versiyasi bilan o'tish mumkin bo'ldi, bu juda qimmat bo'lmagan.",0
Sizni tez o'ylaydi. Ba'zi darajalar juda qiyin.,1
"Turbo'zni o'chirib tashla, u plzni turbo-dismount 2 qilish kerak, bu erda siz venler uchun to'lash kerak emas, balki xaritalar uchun narxlarni oshiring",1
"5-dan 2-gacha kamaytiraman. Willowcreek o'ynagan mashg'ulotim butun vidolashmoqda. Men tuzatishga harakat qildim va yordam berganday tuyulganman. Endi u yana pichirladi. Bu Willow Creek Sun City Arizona. O'ylaymanki, kimdir bu noto'g'ri ish qilsa, uni to'xtatib qo'yishi mumkin",0
Asome Ushbu o'yin asome,1
Juda zerikarli,0
"O'yin yuklanmaydi. Uchta kichkina velosiped faqatgina atrofga va atrofga borib, u bilan bog'lab turibdi. Hech qachon yomon o'yin.",0
"Vaqtni behuda sarflamang. Siz bu erkin aylanishga qarshi turasiz va undan chiqa olmaysiz. Ilovadan qanday foydalanish haqida ko'rsatmalar yo'q. Boshida qiyin emas, lekin bu yerda erkin aylanish keladi. Buni o'tkazib yuboring.",0
"Buncha ko'p reklama ko'rsatasizlar, har bir tugamni bosganda reklamaga ketyabdi. Bilaman bu sizlarning noningiz, lekin sal insof bilan qilinglar e!",0
Ishlamaydi Asosiy ekran doimiy ravishda yuklaydi.,0
Garb,0
"Xatolar majburiy o'rnatilishni talab qilaylik Xatolarimni tuzatib, yopilgan elementni bosing va afsuski afsuski, qum premium to'xtatildi. Har safar xatoni tuzating",0
"Primli bo'lishdan hattoki hech narsa o'qimolmaydi, yordam beraman, bilaman, lekin pulim yo'q, men nima qilishni istasam, manga lazzatlanish nima uchun juda qiyin bo'lishi kerak",0
ilovadan foydalanganda ilova toxtab qoladi,0
"Polar bitdan unvonni nusxa ko'chirishdi. Bu o'yin asabiylashadi, yangilanib bo'lmaydi, juda katta axmoq 18 g'ildiraklar bor, u silliq emas va Polarbit tomonidan Reckless Racing2 Pixelbit emas, yaxshiroq va arzon.",0
"Yaxshi, lekin iltimos, ushbu ilovani 5 yulduz baholaysiz, iltimos, ilova o'yinlaridan bepul foydalaning",0
Eng yaxshisi,1
Vaqtni yo'qotish,0
Juda zerikarli ekan,0
Mahsulotlar,1
"Yaxshi, ammo ba'zi katta kamchiliklari bor ... Keyin tugma tugmasi men uchun yoqilgandan keyin ham kelmaydi ... 23 sekundda keladi va keyin uzoqda ... bularni aniqlash kerak",0
"Fantastic puzzler Klassik jumboq strategiya o'yiniga noyob yondashuv. Hitman mavzusi uni ikki marta dahshatli qiladi va franchayzingni bilish mexanikani yaxshiroq tushunishga yordam beradi. Umuman, mukammal, chiroyli o'yin.",1
uni yuklash mumkin emas,0
"1.5 yildan buyon yaxshi ishlamayapti, bu uchun pul to'lash kerak, ammo hozir hamma narsa buzildi. Men LG G3da bo'laman",0
"Bu Google Play-da sotib olgan birinchi dasturimdir. Shubhasiz, men barcha pullik ilovalar uchun yorilishni ishlatardim. Lekin buning uchun men hatto yorilishni qidirishni ham o'ylamayman ... Men uni faqat uni sotib olganim uchun sevib qoldim. Tez-tez yangilanishlarni taqdim qilib, sifatni saqlang",1
Monoton va quruq hayratga tushish. Strategiya odatda oddiy imkoniyatlarga ega bo'ladi.,0
"Eng yaxshi o'yin EVRAN Men fnaf2 o'ynab o'ynashdan oldin bu o'yinni yaxshi ko'raman. Bu meni juda yomon ahvolda qo'rqitdi, keyin bu juda xotirjam",1
Hali 99 marta eng yuqori ball so'zlarni topa olmadi. WWF bilan foydalana olmaysiz.,0
Daryo narmalni Like tugmasi va kament uchun joy qisela yanayam ajoyib bo'laridi,1
O'rnatishga arzimaydi,0
"Noto'g'ri miqdorni zaryadlash Ilovada barcha qo'ng'iroqlar 4,99 deb ko'rsatilgan, lekin aslida 5,99 narxlanadi. O'zgartirishlarim barcha masalalarni qo'llab-quvvatlash xodimlari tomonidan, hatto dam olish kunlarida ham hal qilindi.",0
"Hayajonli o'yin Har xil yoshdagi o'yinlarni qiyinlashtiradigan o'yin, bir nechta qurilmalarda yuklab olamiz, shuning uchun biz ham oilamiz bir vaqtning o'zida o'ynashi mumkin. Juda kulgili.",1
Nimaga yuklanish shu qadar loooooonnngggg Men faqat bir joyda o'ynash uchun taxminan 20 daqiqa kutaman .. bu kulgili odam bu xato emasmi bu odamni tuzating ... men bu erda puldan foydalanaman,0
"Crashing Bu juda ko'p qulab tushadi va u hech qachon hech qanday bo'sh yuklarni yuklaydi, faqat bo'sh qoladi",0
Judayam zor dastur menga yoqti,1
"Fix Eng so'nggi yangilanishdan keyin o'yin ishlamaydi. Ovozlar paydo bo'ladi va men ko'rgan hamma narsa qora ekran. Iltimos, ilovani to'lov qilib, uni ishlashni xohlayman. Men seriyaning muxlisiman.",0
Katta. App ajoyib. Men faqat 200 metr chiziq va 4x400 m o'rni qo'shishni taklif qilaman. Bu o'yin 6 yulduzni tashkil qiladi.,1
"Bir nechta noto'g'ri yo'lni topsam, o'rtacha yo'lda muvaffaqiyatsizlikka ega deyman",0
Vaqt isrof qilmoqda ... noto'g'ri gaplarni ham tarjima qilish .. uni yomon ko'rish,0
Ajoyib,1
Mablag'larni karta orqali yuboridsh tizimi uncha yahshi emasligi,0
"Men uni yaxshi ko'raman. Kecha kechqurun o'ynash juda quvonchli, chunki yaxshi insonlar kechqurun o'ynashadi va bu juda qiyin bo'ladi. Bundan tashqari, uzoq avtomobil uchun yaxshi o'yin",0
"Tablet app juda yaxshi emas, yordam berilmaydi, sozlamalardan chiqish yo'q, telefonimdan yaxshiroq.",0
"CSGO dust 2 xaritasi Men qarshi hujumni katta ko'radiganman, shuning uchun bu o'yinni o'ynashni boshladim. Nima uchun",0
Ishlamayman Internetga ulanganimda hech qanday aloqa ko'rsatilmaydi,0
Chiroyli dastur va ishlatish uchun qulay,1
"Dastur juda yaxshi, yangi dizayn ham yaxshi, lekin onlayn xaridlarni, basketbolni, boshqa hech narsa topa olmayapman",1
ERFANEH,1
Perfect Judayam zo'r. Va shunday bop qoladi. Yanayam kop xar xil yangiliklarni qoshilar iltimos.,1
"Yaxshi shaxmat o'yini Menga o'xshab soqov bo'lganda aqlni his qilish uchun turli darajalar. Tashqi ko'rinish tugmasi xaritada yaqinlashtirish uchun yaxshi ishlaydi, shuning uchun siz barmoqni noto'g'ri parcha bilan to'ldirmaysiz. O'zimga qarshi bo'lgan haqiqiy oson g'alaba uchun 2 futbolchi rejimini yoqtiraman.",1
"Ushbu o'yinni tuzatish uchun ko'plab xatolarga ega bo'lgan musiqa musiqaning barcha nuqtasi bo'lgan belgilar bilan sinxronlashtirilmaydi, musiqaning boshlanishi o'yinni to'xtatib turadigan har bir daqiqada avtomatik ravishda vafot etaman Ishlab chiquvchilar, sizning ba'zi ishlaringiz bor.",0
"Yaxshi app! Yo'nalishni izlab, Sankt-Peterburg faqat rus tilidagi tartib bilan topilgan, men ingliz tilida Sankt-Peterburgni topa olmadim.",1
Muddatli detalizatsiya ishlamayapti.,0
Har qanday yoshdagi o'yinchining eng qiziqarli o'yini.,1
"Xullas, shuning uchun tayfun bilan faqat ikki qo'lni xafa qilaman ... juda takrorlanarli, lekin yaxshi ... lekin juda kam mablag 'yaxshi emas. Ammo o'yin uchun pul to'lamadim.",0
"Ajoyib Raqamli o'yinlar uchun ajoyib. Bu yerda va u erda mukammal bo'lar edi, deb o'ylayman.",1
"Oddiy va yaxshi Qanchadan-qancha interfeys, hech qanday bezovta qiluvchi reklamalar, kompyuterga qarshi g'alaba qozonish uchun juda oson, turli darajalar yaxshi bo'lishi mumkin",1
"Hovuz Birinchi marotaba juda issiq, ammo nihoyat zerikarli bo'ladi",1
Men kompyuter versiyasini qaytarib berishni qaytarib olishni xohlayman,0
"Yo'q, men ingliz tilidagi versiyasini xohlamayman. Portugaliyalik versiyani menga portugal tilidagi versiyani qaytarib berishni xohlayman, chunki Braziliya tashqarisida yashamasligim uchun emas, balki ilovani ingliz tilidagi versiyaga to'g'ridan-to'g'ri yuklab olishingiz va yangilashingiz mumkin.",0
Jirkanch Yo'lni bekor qilgandan keyin haydovchi meni qabul qilish uchun kelganini aytdi. Faqat kambag'al dastur. Oddiy inglizcha.,0
"App barcha agentlarni chaqirish uchun 33-darajali yopiladi. Biroq, barcha agentlarni chaqirish bo'yicha 33-darajali o'yin ushbu darajaga kirishga harakat qilganda, o'yinni yaqinlashtiradi.",1
Nafrat qilaman PIN kodni ishlatib bo'lmaydi ...,0
"Qizim bu o'yinni yaxshi ko'radi. U bepul versiyasidan juda xursand bo'ldi, biz uni sotib olishni to'xtatdik.",1
"Yaxshi dastur Men Barbie o'yinni o'ynaganimda, million dollarlik g'olibga o'xshab juda baxtliman",1
"Nonsense Ikki marta yuklab qo'yildi, lekin uni ochib olishga urinib ko'rganimdan bosh tortdi. Bo'sh sahifani OPENUNINSTALL sahifasida ko'ngli mamnun",0
Qanchadan-qancha yaxshi,1
Greya so'zini topish,1
really useful Ilova,1
"Qanchadan-qancha ilovalar ishlamayapti, endi u hatto xaritani yuklamaydi ham, faqat xato xabari beradi",0
Xbox kunidan ajoyib o'yin ajoyib HD o'yinlarni o'ynash uchun bluetooth gamepadidan foydalaning.,1
dastur  kerakli  vaqtda  ishlamaydi,0
"Hech bir kartochkasi yoki Gps ni qo'shish qobiliyati yaxshi ishlagan ko'rinadi, ammo u kartochkasi bo'lmaganligi yoki uni qo'shish qobiliyatiga ega bo'lishiga qaramasdan, bu tur davomida ishlatish uchun juda foydali bo'lmadi.",0
"Kirish ekranida kirishni to'xtatib turadi. U ochmaydi, o'chirib tashlashi kerak, qayta o'rnatish kerak ... bir marta ishlagan va endi qayta kirilmaydi. Xafa bo'ldim",0
Ishlamayapti Bu ilova hatto ochilmaydi. O'chirishni o'rnatishga urinib ko'rdingiz va qayta tiklashingiz mumkin. Juda xafa bo'ldi,0
Ajoyib Fantastic,1
"Ko'pchilik glitches. Qaytaringni xohlaysizmi. Bunday afsus, chunki mening bolalarim chiroyli bo'lib ishladilar.",0
"Buni sevishi mumkin, ammo ... Bu ilovani ishga tushirish uchun faqat ikkita qo'shimcha ilovani yuklab olishdan nafratlanaman.",0
"Bildirishnomalarni to'xtatib qo'ydingizmi? Ilova qayta o'rnatildi, men hatto Pebble'ga ham hech narsa haqida xabar bermayman. Sozlamalar yaxshi ko'rinadi. Yaxshi edi, lekin endi buzildi. Agar biror narsa etishmayotgan bo'lsa, menga xabar bering va takliflaringizni sinab ko'rsata olaman.",0
Mushuklar tush ko'radi,1
"Ballar Ushbu dastur birinchi kundan boshlab chindan ham yoqimli, lekin bundan keyin siz har bir narsa uchun ball kerak va juda ko'p qo'shimchalar mavjud va bu faqat pulli dastur. Hech qanday nuqta tizimi bo'lmasa yoki kunlik yoki biror narsa olsangiz yaxshiroq bo'lardi",0
Professional ravishda yaratilgan UI va platforma. Mening reytingim - qulaylik uchun yuqori 5 yulduz va bu haqiqiy professionallar uchun ajralmas vosita forumi. Maydonlar va formatlar men boshqalar tomonidan o'xshash urinishlarni milya sifatida baholaydi,1
"Kardan odamni qurmoqchiman. Bu juda yaxshi ishlaydi, lekin qizim uchun o'qiydigan matn biroz kichik.",1
30000 ishlamayapti,0
Zo'r,1
"Ba'zi sabablarga ko'ra mening telefonim ishlashni to'xtatdi, shuning uchun men 24-bosqichda bo'lganimdan so'ng o'zimning yangi shaharni tezda olishga umid qilgandim, ammo endi nima uchun bu o'yinda 1-darajadan boshlashim kerakligini bilmayman Menga bu ma'lumotlarni qanday qilib qaytarib olish mumkin",0
"Eng zo'r glutensiz o'yin Amazing. Sizning jinsingiz va ismingizni qanday qilib tanlashingiz mumkin. Sizga to'lashingiz kerak bo'lgan juda yomon, lekin faqat 1.00 xursand bo'ldim.",0
Bu juda yaxshi mashinalar bilan ajoyib o'yin va 2013 dan 2015 yilgacha yangi avtomobillashlarni yangilash uchun yangilanish mumkin,1
Oxirgi yangilashdan so'ng tanlov vositasi ishlamaydi.,0
Nega kiruvchi qo'ng'iroqlar chiqmayapti nima uchun?,0
"Bosqichlarni o'rnatish muvaffaqiyatsiz tugadi Ko'p boshqa sharhlarga muvofiq, Avstraliyaning 2-bosqichidan so'ng, o'yinlar boshqa bosqichlarni o'rnatish imkoniyatini bermayapti. Samarali ikki bosqichli demoni sotib oldim. Qayta ko'rib chiqay oldin, iltimos, murojaat qiling.",0
Yaxshi yaxshi,1
Bu erda hech qanday mashhur kompozitsiyalar yo'q. Siqish. Men Mozartni juda zerikarli asarlar yaratganini bilmasdim.,0
"Juda kulgili Ko'proq em, grafikalar yaxshi ko'rinadi va boshqaruvlari yaxshi, albatta, pulga arziydi",1
"Muvaffaqiyatli emas, muntazam ravishda o'ynaldi, endi litsenziya sahifasini ochadi va zudlik bilan yopiladi.",0
